,time,G0-A_qload,G0-A_pload,G0-M_qload,G0-M_pload,G3-A_qload,G3-A_pload,G3-M_qload,G3-M_pload,L0-A_qload,L0-A_pload,L2-M_qload,L2-M_pload,lv_rural1_qload,lv_rural1_pload,lv_rural2_qload,lv_rural2_pload,lv_rural3_qload,lv_rural3_pload,lv_semiurb4_pload,lv_semiurb4_qload
78,04.01.2016 06:00,0.342475,0.23863,0.071365,0.203846,0.266729,0.406421,0.30990100000000004,0.469767,0.313921,0.230769,0.295227,0.21910100000000002,0.330061,0.19353199999999998,0.057121000000000005,0.121701,0.054064999999999995,0.124713,0.123821,0.06475
79,04.01.2016 07:00,0.364051,0.500812,0.032438,0.20640999999999998,0.16078199999999998,0.44655500000000004,0.48642700000000005,0.59845,0.7157399999999999,0.347395,0.275545,0.32325,0.325466,0.31569400000000003,0.05581799999999999,0.157495,0.046466,0.16536900000000002,0.193949,0.101092
80,04.01.2016 08:00,0.376722,0.494044,0.055145000000000007,0.475641,0.207494,0.43812700000000004,0.49427200000000004,0.5937979999999999,0.841308,0.521092,0.266797,0.446413,0.374515,0.429296,0.077352,0.18553499999999998,0.06661,0.198766,0.252812,0.132927
81,04.01.2016 09:00,0.312679,0.568489,0.006488,0.544872,0.253866,0.498328,0.47858100000000003,0.610853,0.828751,0.513648,0.27226500000000003,0.46672399999999997,0.36652199999999996,0.326347,0.04414,0.26310900000000004,0.023225,0.266707,0.400252,0.102175
82,04.01.2016 10:00,0.355489,0.5955600000000001,0.051902,0.541026,0.46136000000000005,0.538462,0.368743,0.631008,0.778524,0.82134,0.276638,0.473207,0.4239,0.549139,0.070116,0.204733,0.051747,0.187922,0.320237,0.10745899999999999
83,04.01.2016 11:00,0.453779,0.538035,0.012975,0.5948720000000001,0.376738,0.533512,0.24713600000000002,0.573643,0.508552,0.35731999999999997,0.256957,0.47968900000000003,0.42715600000000004,0.41452,0.070436,0.19353099999999998,0.044012,0.185879,0.295806,0.129659
84,04.01.2016 12:00,0.346927,0.497428,0.035682,0.617949,0.300578,0.43317700000000003,0.25105900000000003,0.564341,0.420654,0.37469,0.283199,0.480121,0.39920700000000003,0.296948,0.064117,0.208498,0.044029,0.21257600000000001,0.316722,0.10969200000000001
85,04.01.2016 13:00,0.321241,0.458581,0.038926,0.575641,0.253866,0.37792600000000004,0.23929,0.5627909999999999,0.313921,0.275434,0.267891,0.461971,0.34700000000000003,0.376698,0.072535,0.226537,0.051614,0.23233099999999998,0.332305,0.150393
86,04.01.2016 14:00,0.385284,0.480509,0.035682,0.579487,0.516195,0.469967,0.22752199999999997,0.55814,0.709461,0.372208,0.275545,0.40060500000000004,0.338406,0.407806,0.08715099999999999,0.18678599999999998,0.058704,0.17709,0.298811,0.128081
87,04.01.2016 15:00,0.376722,0.683541,0.038926,0.5897439999999999,0.39772399999999997,0.540201,0.26675,0.541085,0.43321099999999996,0.26799,0.248209,0.437338,0.34332399999999996,0.36789299999999997,0.066107,0.223809,0.039293,0.212579,0.324441,0.11083299999999999
88,04.01.2016 16:00,0.338365,0.46697299999999997,0.016219,0.533333,0.440035,0.511706,0.388357,0.643411,0.389262,0.275434,0.287573,0.408384,0.30092399999999997,0.23393200000000003,0.087258,0.185721,0.059191999999999995,0.1637,0.270638,0.146502
89,04.01.2016 17:00,0.325351,0.42474300000000004,0.055145000000000007,0.5730770000000001,0.35541300000000003,0.476656,0.43543000000000004,0.590698,0.6152850000000001,0.35483899999999996,0.31709499999999996,0.373812,0.43667100000000003,0.349841,0.07044299999999999,0.193123,0.050767,0.177991,0.28829299999999997,0.109839
90,04.01.2016 18:00,0.372612,0.468733,0.012975,0.45128199999999996,0.6983020000000001,0.647224,0.40797100000000003,0.6589149999999999,0.6906260000000001,0.39205999999999996,0.33459,0.337943,0.488149,0.527502,0.09778200000000001,0.241027,0.062668,0.214883,0.280588,0.150846
91,04.01.2016 19:00,0.38117399999999996,0.329995,0.07460900000000001,0.34359,0.177707,0.419799,0.388357,0.52093,0.860143,0.404467,0.32803000000000004,0.348315,0.46003999999999995,0.431596,0.100596,0.273787,0.086505,0.267635,0.303506,0.109971
92,04.01.2016 20:00,0.355489,0.19464,0.009732,0.280769,0.253866,0.408027,0.36089699999999997,0.482171,0.9166489999999999,0.409429,0.32474899999999995,0.39153000000000004,0.47656899999999996,0.44883599999999996,0.074156,0.202017,0.055310000000000005,0.199155,0.217036,0.08681
