time,PV3,PV7,WP4,WP7,BM1,BM2,BM3,Hydro2,lv_rural1,lv_rural2,lv_rural3,lv_semiurb4
2011-01-01 00:00:00,0.0,0.0,0.914,0.952,0.702308,0.661961,0.612549,0.284667,0.0,0.0,0.0,0.0
2011-01-01 01:00:00,0.0,0.0,0.935,0.9640000000000001,0.703009,0.6628149999999999,0.600935,0.37812,0.0,0.0,0.0,0.0
2011-01-01 02:00:00,0.0,0.0,0.956,0.985,0.6954859999999999,0.652981,0.592809,0.509545,0.0,0.0,0.0,0.0
2011-01-01 03:00:00,0.0,0.0,0.966,0.985,0.68103,0.651079,0.583338,0.374449,0.0,0.0,0.0,0.0
2011-01-01 04:00:00,0.0,0.0,0.949,0.981,0.670365,0.634687,0.571658,0.38326,0.0,0.0,0.0,0.0
2011-01-01 05:00:00,0.0,0.0,0.95,0.981,0.6604180000000001,0.623926,0.5657989999999999,0.375184,0.0,0.0,0.0,0.0
2011-01-01 06:00:00,0.0,0.0,0.953,0.982,0.657571,0.59251,0.559759,0.295888,0.0,0.0,0.0,0.0
2011-01-01 07:00:00,0.0,0.0,0.957,0.98,0.645678,0.5596909999999999,0.5475899999999999,0.228341,0.0,0.0,0.0,0.0
2011-01-01 08:00:00,0.0,0.0,0.949,0.977,0.6347619999999999,0.56838,0.5658529999999999,0.228341,0.001274317,0.0,0.0,0.002
2011-01-01 09:00:00,0.0,0.0,0.934,0.971,0.6304390000000001,0.593821,0.585232,0.226872,0.010082635999999999,0.0,0.0,0.013
2011-01-01 10:00:00,0.024,0.027999999999999997,0.9079999999999999,0.955,0.646573,0.6145579999999999,0.600322,0.214391,0.07419790500000001,0.024734528,0.023473028,0.08600000000000001
2011-01-01 11:00:00,0.032,0.07,0.878,0.94,0.645583,0.616379,0.606597,0.216593,0.09445782800000001,0.044437415999999993,0.047559092,0.107
2011-01-01 12:00:00,0.046,0.067,0.856,0.924,0.650783,0.615025,0.60836,0.229809,0.095420796,0.052383772,0.052260557000000006,0.109
2011-01-01 13:00:00,0.025,0.039,0.8300000000000001,0.9129999999999999,0.657623,0.615698,0.62137,0.406755,0.011155987,0.030266848,0.032100812,0.012
2011-01-01 14:00:00,0.009000000000000001,0.015,0.8009999999999999,0.9,0.648467,0.609871,0.618598,0.268722,0.0028815509999999996,0.011247591999999999,0.0118369,0.003
2011-01-01 15:00:00,0.0,0.0,0.7509999999999999,0.8740000000000001,0.6568890000000001,0.614945,0.618853,0.324523,0.0,0.0,0.0,0.0
2011-01-01 16:00:00,0.0,0.0,0.6629999999999999,0.804,0.651405,0.615747,0.631185,0.145374,0.0,0.0,0.0,0.0
2011-01-01 17:00:00,0.0,0.0,0.618,0.767,0.641526,0.609544,0.647458,0.27973600000000004,0.0,0.0,0.0,0.0
2011-01-01 18:00:00,0.0,0.0,0.5650000000000001,0.738,0.644313,0.6056779999999999,0.651242,0.165198,0.0,0.0,0.0,0.0
2011-01-01 19:00:00,0.0,0.0,0.506,0.6950000000000001,0.648776,0.61026,0.649407,0.157122,0.0,0.0,0.0,0.0
2011-01-01 20:00:00,0.0,0.0,0.476,0.674,0.635205,0.605023,0.628113,0.16373,0.0,0.0,0.0,0.0
2011-01-01 21:00:00,0.0,0.0,0.43700000000000006,0.6679999999999999,0.631827,0.604734,0.613793,0.156388,0.0,0.0,0.0,0.0
2011-01-01 22:00:00,0.0,0.0,0.382,0.619,0.6394340000000001,0.627741,0.636166,0.209985,0.0,0.0,0.0,0.0
2011-01-01 23:00:00,0.0,0.0,0.369,0.581,0.627829,0.658013,0.638383,0.368576,0.0,0.0,0.0,0.0
2011-01-02 00:00:00,0.0,0.0,0.382,0.5630000000000001,0.642915,0.701624,0.65777,0.375918,0.0,0.0,0.0,0.0
2011-01-02 01:00:00,0.0,0.0,0.38,0.542,0.6473810000000001,0.719696,0.664662,0.593979,0.0,0.0,0.0,0.0
2011-01-02 02:00:00,0.0,0.0,0.366,0.505,0.653834,0.724035,0.6611100000000001,0.596182,0.0,0.0,0.0,0.0
2011-01-02 03:00:00,0.0,0.0,0.35200000000000004,0.489,0.6595300000000001,0.705911,0.655319,0.601322,0.0,0.0,0.0,0.0
2011-01-02 04:00:00,0.0,0.0,0.34600000000000003,0.473,0.6706979999999999,0.682447,0.662114,0.591043,0.0,0.0,0.0,0.0
2011-01-02 05:00:00,0.0,0.0,0.33899999999999997,0.45299999999999996,0.6612979999999999,0.652335,0.668172,0.490455,0.0,0.0,0.0,0.0
2011-01-02 06:00:00,0.0,0.0,0.33299999999999996,0.428,0.6364390000000001,0.62279,0.639777,0.222467,0.0,0.0,0.0,0.0
2011-01-02 07:00:00,0.0,0.0,0.321,0.392,0.6185,0.60439,0.631379,0.367107,0.0,0.0,0.0,0.0
2011-01-02 08:00:00,0.0,0.001,0.28800000000000003,0.342,0.644332,0.615924,0.642517,0.234949,0.0,0.00035213199999999996,0.000401692,0.0
2011-01-02 09:00:00,0.002,0.006999999999999999,0.248,0.309,0.653503,0.626582,0.6590630000000001,0.24743,0.003763068,0.00369326,0.004000213,0.004
2011-01-02 10:00:00,0.031,0.069,0.248,0.331,0.655197,0.635813,0.6633819999999999,0.24743,0.050601216,0.044718016,0.050818325,0.051
2011-01-02 11:00:00,0.03,0.109,0.27,0.359,0.677461,0.633147,0.645613,0.181351,0.08805554300000001,0.059436027999999995,0.076905867,0.09300000000000001
2011-01-02 12:00:00,0.037000000000000005,0.09300000000000001,0.281,0.386,0.666363,0.6434439999999999,0.637392,0.316446,0.117461002,0.05658459200000001,0.06214490900000001,0.14
2011-01-02 13:00:00,0.016,0.052000000000000005,0.297,0.396,0.687344,0.6523909999999999,0.666247,0.367841,0.020623540000000003,0.028002752,0.029557933999999998,0.024
2011-01-02 14:00:00,0.005,0.022000000000000002,0.33899999999999997,0.45,0.700343,0.647574,0.6789029999999999,0.278267,0.0074076359999999996,0.010716643999999999,0.010975268000000002,0.008
2011-01-02 15:00:00,0.0,0.0,0.384,0.541,0.723691,0.665832,0.6678,0.338473,0.0,0.0,0.0,0.0
2011-01-02 16:00:00,0.0,0.0,0.39,0.561,0.712939,0.666063,0.6647390000000001,0.236417,0.0,0.0,0.0,0.0
2011-01-02 17:00:00,0.0,0.0,0.38,0.55,0.716871,0.6666850000000001,0.6826399999999999,0.23862,0.0,0.0,0.0,0.0
2011-01-02 18:00:00,0.0,0.0,0.366,0.52,0.7215779999999999,0.66447,0.702678,0.242291,0.0,0.0,0.0,0.0
2011-01-02 19:00:00,0.0,0.0,0.35100000000000003,0.474,0.7297100000000001,0.662989,0.7149840000000001,0.222467,0.0,0.0,0.0,0.0
2011-01-02 20:00:00,0.0,0.0,0.318,0.41,0.699151,0.642609,0.698868,0.180617,0.0,0.0,0.0,0.0
2011-01-02 21:00:00,0.0,0.0,0.27399999999999997,0.325,0.69655,0.634734,0.689247,0.198238,0.0,0.0,0.0,0.0
2011-01-02 22:00:00,0.0,0.0,0.235,0.251,0.7037680000000001,0.642213,0.702623,0.489721,0.0,0.0,0.0,0.0
2011-01-02 23:00:00,0.0,0.0,0.226,0.222,0.712713,0.6553260000000001,0.711268,0.370044,0.0,0.0,0.0,0.0
2011-01-03 00:00:00,0.0,0.0,0.23,0.22,0.74485,0.658279,0.7390220000000001,0.372247,0.0,0.0,0.0,0.0
2011-01-03 01:00:00,0.0,0.0,0.238,0.225,0.753792,0.67732,0.757252,0.377386,0.0,0.0,0.0,0.0
2011-01-03 02:00:00,0.0,0.0,0.24600000000000002,0.235,0.77408,0.702481,0.75235,0.367841,0.0,0.0,0.0,0.0
2011-01-03 03:00:00,0.0,0.0,0.254,0.242,0.764976,0.699012,0.761085,0.370778,0.0,0.0,0.0,0.0
2011-01-03 04:00:00,0.0,0.0,0.252,0.238,0.775145,0.703232,0.770422,0.375184,0.0,0.0,0.0,0.0
2011-01-03 05:00:00,0.0,0.0,0.24100000000000002,0.226,0.767887,0.709505,0.7761819999999999,0.529369,0.0,0.0,0.0,0.0
2011-01-03 06:00:00,0.0,0.0,0.225,0.209,0.748081,0.717191,0.800552,0.225404,0.0,0.0,0.0,0.0
