2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.001274317,0.0,0.0,0.0,0.0,0.0,0.002059917,0.0008815170000000001,0.0001185
0.0008815170000000001,0.011059819,0.010835517,0.004696351,0.004696351,0.003763068,0.0027630510000000003,0.014601619,0.01011867,0.031105576
0.022289391,0.153039839,0.04571711,0.099223737,0.100460754,0.050601216,0.04181548,0.174242709,0.018829806,0.059371995000000004
0.015948254999999998,0.086030405,0.014436687000000004,0.25082965,0.252970767,0.088055543,0.068253637,0.317915711,0.029592993,0.095592077
0.013474221,0.16497690999999998,0.061892951999999994,0.33660020999999996,0.339741344,0.117461002,0.1114675,0.19840705,0.02308134,0.027578493
0.0001185,0.019690006000000003,0.0001185,0.079236054,0.079843271,0.020623540000000003,0.015586154999999999,0.013777453,0.026222725,0.018896289
0.0,0.011274487000000001,0.0,0.03485266100000001,0.03485266100000001,0.007407636,0.0046445850000000006,0.0036590340000000002,0.010844136,0.006000102
0.0,0.003488768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.004215751,0.0,0.005394151,0.005786951,0.0,0.0008815170000000001,0.0,0.040683001999999996,0.008556602
0.021709569999999997,0.014979953,0.0008815170000000001,0.017760253,0.017760253,0.002000034,0.0046445850000000006,0.0035260680000000003,0.11010332900000001,0.048612846
0.10791274299999999,0.13257976,0.017289306,0.13166876000000002,0.13257286000000001,0.03023751,0.028000475999999993,0.022630174000000003,0.088391737,0.076057871
0.066831888,0.202483478,0.01952634,0.052432501,0.053314018,0.032015009999999997,0.020644857,0.024794125,0.077011958,0.151675989
0.03877812900000001,0.130084919,0.014881754999999998,0.014592737999999997,0.014592737999999997,0.027948459000000002,0.01047417,0.027808893,0.063143671,0.10299007899999998
0.0032370510000000003,0.0073845510000000005,0.0,0.0001185,0.0001185,0.002000034,0.0,0.0,0.027526475999999994,0.017407806
0.0001185,0.003488517,0.0,0.0,0.0,0.0,0.0,0.0,0.0050000850000000005,0.001185
0.0,0.000948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.012167668,0.0,0.0,0.0008815170000000001,0.002548634,0.0,0.064977985,0.034594336
0.002237034,0.0,0.039264036,0.0001185,0.0001185,0.004407585,0.022400035999999998,0.0,0.19710577199999998,0.164146093
0.018488772,0.017265970000000002,0.21576986,0.030985809999999996,0.031985827,0.025037724999999997,0.14786621099999997,0.016711272,0.278920658,0.25897616
0.016829772,0.11139822599999999,0.138651679,0.079003875,0.08088540899999999,0.017644806000000002,0.238681452,0.017303772000000002,0.252465816,0.33974307699999995
0.011474187000000002,0.092687943,0.294598972,0.079499192,0.081010509,0.011592687000000003,0.276638015,0.012355704,0.24944624299999998,0.241696307
0.000237,0.029639675999999997,0.068843586,0.010430270000000002,0.010918987000000002,0.000948,0.069263801,0.0001185,0.21400692600000004,0.149132206
0.0,0.01861564,0.028956592999999996,0.002881551,0.002881551,0.000237,0.029919059,0.0,0.027777691,0.061335471
0.0,0.007659353000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.005786951,0.003334234,0.0008815170000000001,0.0008815170000000001,0.003822951,0.001667117,0.0,0.00035549999999999997,0.008179784999999998
0.0,0.017560553,0.015565853000000001,0.005681902,0.005681902,0.011980153,0.012481819000000002,0.001000017,0.017895770000000002,0.03003984
0.012000204,0.056562482,0.075730269,0.028719592999999998,0.028719592999999998,0.06926278599999999,0.043311577999999996,0.05552415,0.047867097,0.021517755
0.014000237999999996,0.048823715999999996,0.03169681,0.08138149,0.08238150699999999,0.11772668300000001,0.13252694899999998,0.041129595000000005,0.097314275,0.020881857
0.009118653000000001,0.023355891,0.060534902999999994,0.171494912,0.17212471199999999,0.119430085,0.147553342,0.033630361000000004,0.11800275099999999,0.017881806
0.002237034,0.009266085,0.025971259000000003,0.1096527,0.1096527,0.099725864,0.0068816189999999985,0.020141674000000005,0.048474063,0.01834134
0.0,0.0046070339999999994,0.008407653000000001,0.04904624999999999,0.04865345,0.044653382000000005,0.001881534,0.0070521360000000005,0.055578216,0.0036445680000000004
0.0,0.000948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0022743340000000003,0.0014740170000000002,0.008246268,0.008246268,0.002392834,0.010720051,0.0,0.0030809999999999995,0.0001185
0.002000034,0.009215836,0.006422085000000001,0.02309427,0.02321277,0.008652519000000001,0.030715569999999998,0.0,0.057300105999999996,0.028311825
0.021000357,0.088266907,0.071048654,0.21752406199999996,0.219546679,0.036230761,0.260864294,0.06047728200000001,0.01841367,0.050503531
0.021000357,0.07476655600000001,0.157475608,0.37593703200000006,0.37986376600000005,0.029711493,0.35244209600000004,0.030645027,0.140497149,0.034200027
0.016118772,0.109006415,0.078886641,0.38731631099999997,0.39237627900000005,0.021829856999999998,0.35524425,0.013237220999999999,0.18193021600000003,0.037252095000000006
0.0062371020000000004,0.054823316,0.020289357,0.20569439599999997,0.208850247,0.014711237999999998,0.23932934899999997,0.0032370510000000003,0.022754772,0.018066789
0.001118517,0.03323731,0.006644618999999998,0.09918208500000002,0.100182102,0.004237068,0.116173504,0.0001185,0.015985555,0.007644636000000001
0.0,0.012792404000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.004215751,0.0,0.022169868000000002,0.022681167999999995,0.005045251,0.001511317,0.0015925169999999999,0.019258119,0.006363468
0.001118517,0.013040053000000003,0.0,0.054907784999999994,0.056930402,0.01652857,0.007141202000000001,0.005777568,0.08454061,0.10492869699999999
0.022118874000000004,0.072420154,0.007118618999999999,0.303599058,0.3118306089999999,0.120756411,0.039727646,0.06622568599999999,0.138483926,0.232559811
0.026881959000000004,0.084281043,0.018274606000000002,0.254830984,0.26111325199999996,0.15590317199999998,0.026711442,0.07978287499999999,0.099842596,0.22164008400000001
0.014881754999999998,0.037223163,0.026052459000000004,0.22009380500000003,0.225353473,0.13898154,0.025251891,0.04845375,0.1163435,0.104637898
0.004881585,0.003000051,0.014933772000000001,0.055343999000000005,0.056462516,0.064411388,0.055203418000000004,0.014696772,0.085450071,0.023725857
0.0008815170000000001,0.001000017,0.004526085,0.022985674000000005,0.023104174,0.027260292999999998,0.022459908,0.004526085,0.151063465,0.06576589000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017666123,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.001274317,0.004215751,0.0001185,0.0001185,0.0,0.002785634,0.0,0.012820050999999999,0.0
0.0050000850000000005,0.007823019,0.013906853000000002,0.002592534,0.002592534,0.0008815170000000001,0.009593919,0.0,0.03778824,0.019474322999999998
0.053690584,0.056344016,0.045611780000000005,0.061241834999999994,0.061241834999999994,0.08873532199999999,0.078523788,0.027170975999999996,0.08657972,0.049312432999999996
0.032081493,0.052654783999999996,0.020000340000000002,0.102665279,0.102665279,0.20439978,0.11358729999999999,0.029066975999999994,0.04395684800000001,0.021933891
0.040549531,0.016422255,0.011237187000000003,0.043295595000000006,0.043295595000000006,0.248911064,0.07592110700000002,0.042379048,0.020488806000000002,0.021948356999999998
0.08152509399999999,0.010185153,0.015000254999999999,0.016644789,0.016644789,0.101785781,0.054432535,0.058190812,0.101946413,0.016711272
0.035245963000000005,0.0047110680000000005,0.0050000850000000005,0.004881585,0.004881585,0.044927682000000004,0.022222908000000003,0.023162038,0.14701138,0.0031850339999999998
0.0,0.00035549999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.010399821,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.011118687000000002,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0007109999999999999,0.0008815170000000001,0.03409751,0.00035549999999999997,0.011120968,0.0014740170000000002,0.0,0.006785702,0.002644551
0.04312937,0.004133034000000001,0.006193202,0.058084216,0.0013035,0.03049607,0.005540568000000001,0.0008815170000000001,0.036150827,0.011881704
0.24403429799999998,0.042542462999999996,0.033112461,0.08501109,0.031919092999999996,0.222863896,0.053253633,0.012644721,0.047625014,0.026592941999999998
0.29526938999999996,0.024341441999999998,0.050350001,0.06733685,0.066194716,0.19520551200000003,0.031045693000000003,0.012185187000000002,0.027673908,0.040867731
0.30244308700000005,0.018644822999999998,0.043217931,0.042209044,0.16560111400000002,0.162263063,0.013644737999999997,0.110448949,0.047838416,0.057520135
0.23410903,0.009644670000000001,0.032120561,0.028126591,0.056062351999999996,0.052407648,0.006133068,0.016971106000000003,0.03991948,0.049216767
0.153521014,0.003881568,0.012578237999999997,0.014303720999999998,0.022852708,0.019844289,0.0008294999999999998,0.0049188850000000004,0.019407840000000003,0.027667809999999998
0.064740005,0.0008815170000000001,0.0,0.002118534,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0008815170000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.001118517,0.019813068000000003,0.004881585,0.007298268,0.0,0.011869267999999999,0.014524468,0.019705236,0.002000034
0.012861670000000002,0.005474085,0.051134319,0.00976317,0.021487287,0.001000017,0.032622469999999994,0.037557319,0.09830941400000001,0.0068816189999999985
0.045714297,0.046779782,0.28211406,0.015763272000000002,0.167289281,0.023763408,0.18934801299999998,0.12688665799999999,0.172185796,0.011881704
0.091271528,0.043616065,0.35380573,0.021763374000000005,0.17495094199999997,0.035104378000000006,0.126760319,0.07237523900000001,0.09737210899999998,0.01988184
0.12207946799999998,0.032393344,0.331440246,0.027763475999999995,0.115769283,0.040460214,0.078388792,0.043954327,0.019029255,0.026985993
0.087269692,0.007592618999999998,0.12454232099999998,0.018763323,0.055668799,0.013763237999999997,0.029318442,0.025199874000000004,0.021673806,0.018000306
0.036526378000000005,0.003355551,0.056283369,0.00988167,0.022540857,0.003000051,0.010422153,0.008303618999999998,0.01047417,0.035890229
0.0,0.0001185,0.0,0.002000034,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.028341509999999997,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.002548634,0.087438403,0.0001185,0.0,0.0074540679999999995,0.006275668000000001,0.0,0.0058065
0.005829585,0.0,0.010920253,0.14542387299999998,0.0005925,0.003037351,0.020991969999999995,0.01832357,0.004763085,0.060160359
0.058037784,0.019000323,0.061463103,0.214206283,0.071842382,0.029474493,0.035659308,0.09518352599999999,0.016118772,0.016355772
0.097670779,0.026355941999999997,0.06864185599999999,0.273596018,0.059449145999999994,0.062993718,0.009000153,0.07401165600000001,0.053867701000000004,0.07322682
0.148406489,0.028592975999999996,0.024422391,0.271459004,0.049696865,0.265153902,0.025607391,0.06197948599999999,0.07412102400000001,0.22353690499999998
0.051126982,0.030830009999999998,0.017644806000000002,0.203935179,0.019251789000000002,0.245318772,0.028266157,0.074144873,0.046713299,0.097428194
0.020578123,0.017474289,0.0058816020000000005,0.118278074,0.0059480850000000005,0.11982669100000001,0.009844118999999998,0.031682344,0.0031185510000000002,0.17797662600000003
0.0,0.005237085,0.0,0.028407993,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0036445680000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.008639068,0.015242068,0.018664353,0.0,0.0,0.0,0.017568168,0.082221102,0.005748385000000001
0.0031185510000000002,0.02427267,0.039858053000000004,0.03589427,0.001881534,0.000237,0.0,0.046147936,0.172594593,0.034230727
0.025118925,0.100877875,0.12604019,0.21262163199999998,0.032882061,0.036740293,0.00988167,0.29707371099999996,0.17591112999999997,0.022881891
0.027237459000000002,0.102913962,0.156042206,0.232632154,0.042119214,0.07783005600000001,0.024540891000000002,0.331110377,0.170921219,0.020066822999999998
0.018237306000000002,0.229872677,0.076466141,0.157240676,0.03688212900000001,0.035645112,0.058054269,0.29891550199999994,0.264881179,0.05172785
0.01011867,0.04670619699999999,0.07404945800000001,0.093878528,0.020644857,0.013763237999999997,0.023719508,0.078134554,0.322196007,0.048994233000000005
0.002118534,0.028867275999999997,0.031549378,0.04049726299999999,0.006763118999999999,0.003000051,0.007918936000000001,0.032133259000000004,0.10452068299999999,0.009644670000000001
0.0,0.011725904000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0030145170000000004,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
